,organizations,label,score,link,summary
2551,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-30757," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2552,,POSITIVE,0.8896473050117493,CMS-2017-0133-18700," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2553,,POSITIVE,0.8896473050117493,CMS-2017-0133-18702," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2554,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-3088," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2555,['HHS'],POSITIVE,0.8952034115791321,CMS-2017-0133-11629," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures prevent not a disease condition, but rather impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . I urge you to read the First Amendment to our Constitution ."
2556,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-3075," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2557,,POSITIVE,0.8896473050117493,CMS-2017-0133-18461," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2558,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-30802," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2559,,POSITIVE,0.8896473050117493,CMS-2017-0133-18506," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2560,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-30821," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2561,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-3085," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2562,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-30981," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2563,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-31009," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2564,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-30988," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2565,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-31018," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2566,,POSITIVE,0.8896473050117493,CMS-2017-0133-18610," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2568,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-31003," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2569,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-31157," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2570,,POSITIVE,0.8896473050117493,CMS-2017-0133-20131," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2571,,POSITIVE,0.667471170425415,CMS-2017-0133-12997," It's critical that people can't be forced to violate their consciences on this issue . HHS should reconsider and rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures prevent not a disease condition, but rather impair the healthy condition known as fertility ."
2572,,POSITIVE,0.8896473050117493,CMS-2017-0133-18750," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2573,,POSITIVE,0.8896473050117493,CMS-2017-0133-20013," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2574,,POSITIVE,0.8896473050117493,CMS-2017-0133-20017," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2575,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-31145," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2576,,POSITIVE,0.8896473050117493,CMS-2017-0133-20003," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2577,,POSITIVE,0.8896473050117493,CMS-2017-0133-20006," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2578,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-31429," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2579,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-31393," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2580,,POSITIVE,0.8896473050117493,CMS-2017-0133-20300," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2581,,POSITIVE,0.8896473050117493,CMS-2017-0133-20261," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2582,,POSITIVE,0.8896473050117493,CMS-2017-0133-20272," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2583,,POSITIVE,0.8896473050117493,CMS-2017-0133-20305," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2584,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-31397," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2585,,POSITIVE,0.8896473050117493,CMS-2017-0133-20287," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2586,,NEGATIVE,-0.9864121079444885,CMS-2014-0115-51490," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
2587,['ElanaSulakshanaNewtonCenter'],NEGATIVE,-0.9928025603294373,CMS-2017-0133-20245," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Elana Sulakshana: Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
2588,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-31448," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2589,,POSITIVE,0.8896473050117493,CMS-2017-0133-20307," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2590,,POSITIVE,0.8896473050117493,CMS-2017-0133-2031," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2591,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-31473," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2592,,POSITIVE,0.8896473050117493,CMS-2017-0133-20313," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2593,,POSITIVE,0.8896473050117493,CMS-2017-0133-20333," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2594,,POSITIVE,0.8896473050117493,CMS-2017-0133-2033," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2595,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-31497," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2596,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-31495," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2597,,POSITIVE,0.8896473050117493,CMS-2017-0133-2036," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2598,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-3152," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2599,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-31533," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2600,,POSITIVE,0.8896473050117493,CMS-2017-0133-2038," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2601,,POSITIVE,0.8896473050117493,CMS-2017-0133-20345," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2602,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-315," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2603,,POSITIVE,0.8896473050117493,CMS-2017-0133-20378," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2604,,POSITIVE,0.8896473050117493,CMS-2017-0133-20380," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2605,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-31517," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2606,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-31638," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2607,,POSITIVE,0.8896473050117493,CMS-2017-0133-20537," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2608,,POSITIVE,0.8896473050117493,CMS-2017-0133-20473," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2609,,POSITIVE,0.8896473050117493,CMS-2017-0133-20478," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2610,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-31659," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2611,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-31666," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2612,,POSITIVE,0.8896473050117493,CMS-2017-0133-20507," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2613,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-31801," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2614,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-31839," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2615,,NEGATIVE,-0.9930492639541626,CMS-2017-0133-2065," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
2616,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-31861," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2617,,POSITIVE,0.8896473050117493,CMS-2017-0133-20563," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2618,"['HHS', 'HHS']",POSITIVE,0.9885910749435425,CMS-2014-0115-31735," HHS should rescind mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures prevent not a disease condition, but impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2619,,POSITIVE,0.8896473050117493,CMS-2017-0133-20576," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2620,"['U', 'S.DepartmentofHealthandHumanServices', 'HHS', 'HHS', 'HHS']",POSITIVE,0.9383487701416016,CMS-2014-0115-3181," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures prevent not a disease condition, but rather impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life ."
2621,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-31906," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2622,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-31902," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2623,,NEGATIVE,-0.994262158870697,CMS-2017-0133-20681," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Doreen Johnson: Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
2624,"['HHS', 'HHS']",POSITIVE,0.9878446459770203,CMS-2014-0115-31873," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, consistent with the Affordable Care Act, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2625,,POSITIVE,0.8896473050117493,CMS-2017-0133-20772," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2626,,POSITIVE,0.8896473050117493,CMS-2017-0133-20777," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2627,,POSITIVE,0.8896473050117493,CMS-2017-0133-20773," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2628,,POSITIVE,0.8896473050117493,CMS-2017-0133-20781," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2629,,POSITIVE,0.8896473050117493,CMS-2017-0133-2078," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2630,,NEGATIVE,-0.9928140044212341,CMS-2014-0115-33330," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
2631,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-31957," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2632,"['HHS', 'HHS']",NEGATIVE,-0.9639485478401184,CMS-2014-0115-31960," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2633,,POSITIVE,0.8896473050117493,CMS-2017-0133-20808," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2634,,POSITIVE,0.8896473050117493,CMS-2017-0133-20818," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
